473.884 0.016639 0.000056 0.008651 0 0 0 0
483.693 0.013792 0.005062 0.303144 0 0 0 0
494.68 -0.000109 0.003920 0.610531 0 0 0 0
506.404 0.007355 0.000696 0.953246 0 0 0 0
507.786 0.009175 0.000902 1.416983 0 0 0 0
508.284 0.005310 -0.000484 1.794836 0 0 0 0
508.788 0.012699 -0.005467 2.199095 0 0 0 0
509.384 0.013433 -0.006610 2.713799 0 0 0 0
510.084 0.015227 -0.010664 3.322723 0 0 0 0
510.583 0.012543 -0.010603 3.723114 0 0 0 0
510.904 0.011695 -0.013133 4.121091 0 0 0 0
511.785 0.012808 -0.013423 4.694432 0 0 0 0
512.588 0.009375 -0.015252 5.266636 0 0 0 0
513.089 0.017533 -0.018172 5.613873 0 0 0 0
513.687 0.012350 -0.019607 6.042552 0 0 0 0
514.184 0.010703 -0.021939 6.370444 0 0 0 0
514.985 0.010107 -0.023655 6.866647 0 0 0 0
515.487 0.013943 -0.024714 7.213985 0 0 0 0
516.288 0.010726 -0.026762 7.744106 0 0 0 0
517.179 0.015154 -0.028796 8.284845 0 0 0 0
517.981 0.013243 -0.030352 8.824266 0 0 0 0
518.784 0.007853 -0.032822 9.370222 0 0 0 0
519.187 0.011577 -0.035755 9.730584 0 0 0 0
519.693 0.011089 -0.034241 10.102488 0 0 0 0
520.183 0.013097 -0.036461 10.475294 0 0 0 0
520.683 0.012955 -0.039328 10.855799 0 0 0 0
521.482 0.012182 -0.040378 11.416851 0 0 0 0
522.286 0.014075 -0.041795 11.981709 0 0 0 0
522.784 0.010075 -0.042939 12.362370 0 0 0 0
523.285 0.009344 -0.046147 12.744011 0 0 0 0
523.787 0.010771 -0.046062 13.314200 0 0 0 0
524.192 0.025015 -0.048902 13.699455 0 0 0 0
524.682 0.040381 -0.050012 14.087567 0 0 0 0
525.179 0.058047 -0.050393 14.487697 0 0 0 0
525.584 0.072825 -0.053674 14.873147 0 0 0 0
525.904 0.092202 -0.054171 15.255863 0 0 0 0
526.382 0.120470 -0.056204 15.649613 0 0 0 0
526.885 0.160825 -0.057035 16.043186 0 0 0 0
